address
"1502/551 Swanston St, Carlton"
"113 Erica Court, Heathmont"
"4 Moyston Close, Vermont South"
"3/10 Quarry Road, Mitcham"
"27 Woodcrest Road, Vermont"
"47 Rosstrevor Crescent, Mitcham"
"5/5 Alwyn Street, Bayswater"
"18 Heathwood Street, Ringwood East"
"14 Moonah Road, Wantirna South"
"23 Ozone Road, Bayswater"
"1/14 Hopetoun Street, Mitcham"
"1 Harworth Close, Vermont South"
"18 Lee Court, Heathmont"
"7 Sinclair Road, Bayswater"
"33 Daisy Street, Heathmont"
"1,4/62 Ringwood Street, Ringwood"
"15 Heather Grove, Ringwood"
"1/4 William Street, Ringwood"
"204/1 Lynne Avenue, Wantirna South"
"8/27 Pitt Street, Ringwood"
"3/9 Essex Court, Bayswater"
"2 Panel Street, Mitcham"
"108/42B Nelson St, Ringwood"
"5 Grant Crescent East, Ringwood"
"14/270 Canterbury Road, Heathmont"
"19 Barradine Crescent, Vermont South"
"301/Lot 21 14 Reynolds Avenue, Ringwood"
"208A 1-19 Colombo Street, Mitcham"
"51 Betula Avenue, Vermont"
"3/342 Canterbury Road, Ringwood"
"3/11 Aubrey Street, Vermont"
"105 Rooks Road, Mitcham"
"7 Myrtle Avenue, Heathmont"
"521B/1 Colombo Street, Mitcham"
"1 Marwarra Street, Ringwood East"
"18 Farnham Road, Bayswater"
"41 Casella Street, Mitcham"
"304/339 Mitcham Road, Mitcham"
"54 Gairloch Drive, Frankston"
"2/53-55 Hillcrest Road, Frankston"
"1/24 Lee Street, Frankston"
"2/35 Nursery Avenue, Frankston"
"1 Saltbush Glade, Frankston"
"19 Gweno Avenue, Frankston"
"36 Whitford Way, Frankston"
"7 Tertullian Court, Frankston"
"407/16 Clyde Street, Frankston"
"319/16 Clyde Street Mall, Frankston"
"3 Carter Court, Frankston"
"44 Lindrum Road, Frankston"
"4 Burns Street, Frankston"
"5/94 Hillcrest Road, Frankston"
"10/32 Pine Hill Drive, Frankston"
"1/6 Lewis Street, Frankston"
"15 Sandpiper Place, Frankston"
"61 Wangarra Road, Frankston"
"3/4 Lardner Road, Frankston"
"4/134-136 Williams Street, Frankston"
"286 Heatherhill Road, Frankston"
"5 Clarke Street, Frankston"
"5/7 Reid Street, Frankston"
"117 Dandenong Road, Frankston"
"30 Petrie Street, Frankston"
"1/30 High Street, Frankston"
"2/12 Coogee Avenue, Frankston"
"2/4 Leonard Street, Frankston"
"8 Mallum Avenue, Frankston"
"94 Frank Street, Frankston"
"93 Gould Street, Frankston"
"53 Summit Road, Frankston"
"1/3 Gladwyn Avenue, Frankston"
"6 Melville Avenue, Frankston"
"8 Casale Court, Frankston"
"8 Jindalee Court, Frankston"
"7 Mereweather Avenue, Frankston"
"13A Tower Avenue, Frankston"
"5/19 Lardner Road, Frankston"
"1A Cricklewood Avenue, Frankston"
"4/81 Playne Street, Frankston"
"10/44 Frank Street, Frankston"
"4 Chantilly Court, Frankston"
"15 Wallace Avenue, Frankston"
"1/238 Cranbourne Road, Frankston"
"20 Wangarra Road, Frankston"
"9 Clarke Street, Frankston"
"1/63 Screen Street, Frankston"
"3 & 4/2 Queen Street, Frankston"
"91 Bondi Avenue, Frankston"
"43 Havana Crescent, Frankston"
"69 Carramar Drive, Frankston"
"206 Cranbourne Road, Frankston"
"Address available on request, Frankston"
"15 Quamby Avenue, Frankston"
"1/28-30 Mereweather Avenue, Frankston"
"23 Burns Street, Frankston"
"11/14-22 Mount View Crt, Frankston"
"1/10 Finlay Street, Frankston"
"1-3 Coprosma Avenue, Frankston"
"10 Paton Street, Frankston"
"3-5 Mereweather Avenue, Frankston"
"3/32 Kenilworth Avenue, Frankston"
"6  Digby Court, Frankston"
"34 Manorwoods Drive, Frankston"
"9 Lefevre Court, Frankston"
"304/16 Clyde Street, Frankston"
"3/195 Beach Street, Frankston"
"1/1A Skye Road, Frankston"
"4/147 Beach Street, Frankston"
"106/325 Nepean Highway, Frankston"
"10 Taverner Square, Frankston"
"6 Erica Street, Frankston"
"101 Wangarra Road, Frankston"
"2/1 Redgdon Avenue, Frankston"
"561 Nepean Highway, Frankston"
"8 Tabor Mews, Frankston"
"5/339-341 Nepean Highway, Frankston"
"1 Yardley Court, Frankston"
"21 Woodlands Grove, Frankston"
"316/435 Nepean Highway, Frankston"
"10/430 Nepean Highway, Frankston"
"46 Kars Street, Frankston"
"136 Karingal Drive, Frankston"
"47A Campbell Street, Frankston"
"20 Jacana Avenue, Frankston"
"54 Orwil Street, Frankston"
"5 Cecil Street, Frankston"
"38 Roberts Street, Frankston"
"9/28 Mereweather Avenue, Frankston"
"2/402 Nepean Highway, Frankston"
"86 Lipton Drive, Frankston"
"10 Inglis Avenue, Frankston"
"9 Irvine Crescent, Frankston"
"60 Ferndale Drive, Frankston"
"1 James Street, Frankston"
"2 Russett Court, Frankston"
"55 Dandenong Road East, Frankston"
"1/33 Hillcrest Road, Frankston"
"2 Effron Court, Frankston"
"1a Balmerino Square, Frankston"
"5 Putney Lane, Frankston"
"15/3-17 Sassafras Drive, Frankston"
"7/15-19 Cricklewood Avenue, Frankston"
"9/1 Foot Street, Frankston"
"3/44 Beach Street, Frankston"
"13 Mereweather Avenue, Frankston"
"2/27 Leonard Street, Frankston"
"6 Anderson Street, Frankston"
"3 Lytham Court, Frankston"
"28 Aquarius Drive, Frankston"
"9/380 Nepean Highway, Frankston"
"35 Parer Street, Frankston"
"2/11 Reservoir Road, Frankston"
"34 Burns Street, Frankston"
"2 Nott Avenue, Frankston"
"39 HILLCREST RD, Frankston"
"563 Nepean Highway, Frankston"
"1 Hardwicke Court, Frankston"
"21/311-317 Cranbourne Road, Frankston"
"38 Towerhill Road, Frankston"
"13/105 Mcmahons Road, Frankston"
"8A Berberis Street, Frankston"
"16 Pimelia Court, Frankston"
"345 Nepean Highway, Frankston"
"13 Ebdale Street, Frankston"
"5/5-7 Bragge Street, Frankston"
"03/5-7 Bragge Street, Frankston"
"2/19 Inglis Avenue, Frankston"
"202/44 Beach Street, Frankston"
"12/17-21 Mereweather Avenue, Frankston"
"15-17 McMahons Road, Frankston"
"30 Coprosma Avenue, Frankston"
"12 Mereweather Avenue, Frankston"
"6 Birdwood Street, Frankston"
"208/5-7 Bragge Street, Frankston"
"610/435 Nepean Highway, Frankston"
"14 Bragge Street, Frankston"
"10 Berringa Street, Frankston"
"95 Beach Street, Frankston"
"7 Olinda Place, Frankston"
"713/435  Nepean Highway, Frankston"
"53 Margate Avenue, Frankston"
"412A Nepean Highway, Frankston"
"48 Mincha Street, Frankston"
"30 Derna Cres, Frankston"
"11/4-6 Foot Street, Frankston"
"102/44 Beach Street, Frankston"
"36/14 Sandpiper Place, Frankston"
"23 Mereweather Avenue, Frankston"
"1 Lewis Street, Frankston"
"435 NEPEAN HIGHWAY, Frankston"
"2 Heath Avenue, Frankston"
"Lot 105/377 Nepean Highway, Frankston"
"8/14 Sandpiper Place, Frankston"
"10 Olive Grove, Frankston"
"14/29 Fairway Street, Frankston"
"4 Screen Street, Frankston"
"3/20 Kenilworth Avenue, Frankston"
"3/44 Frankston-Flinders Road, Frankston"
"29/14 Sandpiper Place, Frankston"
"Unit 8/Level 8, 435 Nepean Highway, Frankston"
"30/14 Sandpiper Place, Frankston"
"435 Nepean Highway, Frankston"
"27/14 Sandpiper Place, Frankston"
"12 Marcus Road, Frankston South"
"49 Volitans Avenue, Mount Eliza"
"64A Volitans Avenue, Mount Eliza"
"1406 Nepean Highway, Mount Eliza"
"14 Jubilation Court, Frankston South"
"3/10 Poinciana Street, Frankston South"
"92 Nepean Highway, Seaford"
"9 Alexandra Mews, Langwarrin"
"66 Humphries Road, Mount Eliza"
"89 Burgess Drive, Langwarrin"
"1 Ash Grove North, Langwarrin"
"2 Oliver Court, Mount Eliza"
"42 Blaxland Avenue, Frankston South"
"26 St James Crescent, Mount Eliza"
"38 Sanders Road, Frankston South"
"62 Railway Parade, Seaford"
"33 East Road, Seaford"
"4/1 Riviera Street, Seaford"
"158 Kars Street, Frankston South"
"45 Baden Powell Drive, Frankston South"
"1 Amesbury Road, Mount Eliza"
"3 Crawford Street, Mount Eliza"
"5 Koornalla Crescent, Mount Eliza"
"5 Bendemere Rise, Langwarrin"
"43 Sibyl Avenue, Frankston South"
"56 Woolston Drive, Frankston South"
"1A Seacrest Avenue, Seaford"
"20 Jacksons Road, Mount Eliza"
"112 Kirkwood Avenue, Seaford"
"9 Conway Street, Mount Eliza"
"27A Colstan Court, Mount Eliza"
"12 Seacrest Avenue, Seaford"
"13 Cadby Place, Frankston South"
"80 Victoria Road, Langwarrin South"
"4 Fleetwood Crescent, Frankston South"
"58 Rosedale Grove, Frankston South"
"16 Gulls Way, Frankston South"
"2/43 Galway Street, Seaford"
"52  Tamarisk Drive, Frankston North"
"354 Robinsons Road, Langwarrin South"
"39 Sycamore Road, Frankston South"
"14 Rock Lodge Court, Frankston South"
"68 Fulton Road, Mount Eliza"
"11 Riviera Close, Mount Eliza"
"17 Christopher Drive, Frankston South"
"6 Bayside Grove, Seaford"
"12/64 Potts Road, Langwarrin"
"17 Cameron Way, Mount Eliza"
"33 Winona Road, Mount Eliza"
"27a Yewers Avenue, Mount Eliza"
"66 Lawson Avenue, Frankston South"
"184 Old Wells Road, Seaford"
"19 Quinns Parade, Mount Eliza"
"550 Moorooduc Highway, Mount Eliza"
"1/151 Fortescue Avenue, Seaford"
"12 Whitby Way, Seaford"
"32 Brighton Crescent, Mount Eliza"
"1/4-6 Wisewould Avenue, Seaford"
"7 Old Kent Road, Whittlesea"
"505 Wallan Road, Whittlesea"
"8 Gardenia Place, Whittlesea"
"9 Kiewa Court, Whittlesea"
"45 Jacks Creek Road, Whittlesea"
"515 Wallan Road, Whittlesea"
"48 Beech Street, Whittlesea"
"215 Yea Road, Whittlesea"
"8 Evelyn Street, Whittlesea"
"14 Paddock Street, Whittlesea"
"17 Wills Road, Whittlesea"
"28-32 Thomson Park Drive, Whittlesea"
"21 Quail Avenue, Whittlesea"
"190 Yea Road, Whittlesea"
"Lot 2, 4 Bourke Street, Whittlesea"
"71 Oakbank Boulevard, Whittlesea"
"12 Pochoen Place, Whittlesea"
"8 Loch Street, Whittlesea"
"1/23 James Street, Whittlesea"
"6 Fore Street, Whittlesea"
"4 Wild Duck Way, Whittlesea"
"135 Capstone Drive, Whittlesea"
"60 Black Flat Road, Whittlesea"
"1 Pelican Walk, Whittlesea"
"25 St Georges Road, Whittlesea"
"8 Crystal Close, Whittlesea"
"45 Wallan Road, Whittlesea"
"2/830  Wallan Road, Whittlesea"
"8/830 Wallan Road, Whittlesea"
"3 Black Flat Road, Whittlesea"
"20A Laurel Street, Whittlesea"
"245 Whittlesea-Yea Road, Whittlesea"
"Address available on request, Whittlesea"
"155 Neill Road, Clonbinane"
"42 Plover Way, Kinglake West"
"5 Monarch Close, Kinglake West"
"1029 Whittlesea-Kinglake Road, Kinglake West"
"55 Eleventh Avenue, Eden Park"
"204 Fifth Avenue, Eden Park"
"35 Amlyn Court, Kinglake West"
"60 Thomas Road, Arthurs Creek"
"31 Pine Ridge Road, Kinglake West"
"380 Seventh Avenue, Eden Park"
"730 Clonbinane Road, Clonbinane"
"60 Nankervis Road, Arthurs Creek"
"420 Coombs Road, Kinglake West"
"375 Clonbinane Road, Clonbinane"
"165 Munts Road, Upper Plenty"
"Address available on request, Woodstock"
"370 South Mountain Road, Upper Plenty"
"Address available on request, Humevale"
"60 Peregrine Drive, Kinglake West"
"4 Windana Court, Kinglake West"
"45 Shiralee road, Clonbinane"
"465 Seventh Avenue, Eden Park"
"680 Denereaz Drive, Pheasant Creek"
"1434 Whittlesea Yea Road, Kinglake West"
"45 Edenvale Crescent, Kinglake West"
"185 Coombs Road, Kinglake West"
"Lot 4, 1358 Whittlesea Yea Road, Kinglake West"
"547 Ogradys Road, Kinglake West"
"240 Doctors Creek Road, Clonbinane"
"51 Pheasant Creek Road, Kinglake West"
"110-120 San Mateo Court, Clonbinane"
"30 Pine Ridge Road, Kinglake West"
"410 Fourth Avenue, Eden Park"
"535 Glenburnie Road, Eden Park"
"LOT 151 Clongower Street, Woodstock"
"Lot 157, 1285 Donnybrook Road, Woodstock"
"45 Ninth Avenue, Eden Park"
"2026 Donnybrook Road, Yan Yean"
"Address available on request, Eden Park"
"64 Amlyn Court, Kinglake West"
"30 Woodside Court, Eden Park"
"1 Pheasant Creek Road, Kinglake West"
"299 National Park Road, Kinglake West"
"365 Brittas Street, Woodstock"
"320 Grants Road, Woodstock"
"1085 Merriang Road, Woodstock"
"1075 Merriang Road, Woodstock"
"Address available on request, Yan Yean"
"1 Alexandra Avenue, Geelong"
"303/100 Western Beach Road, Geelong"
"402/120 Brougham Street, Geelong"
"6/141 Yarra Street, Geelong"
"202/8-10 McLarty Place, Geelong"
"1305/18 Malone Street, Geelong"
"6 McKillop Street, Geelong"
"1105/18-20 Cavendish Street, Geelong"
"6 Davison Place, Geelong"
"5/242 Ryrie Street, Geelong"
"303/146 Bellerine Street, Geelong"
"13 England Street, Geelong"
"4/16 Mundy Street, Geelong"
"2004/18-20 Cavendish Street, Geelong"
"803/8 Gheringhap Street, Geelong"
"1904/18 Cavendish Street, Geelong"
"17 Pevensey Crescent, Geelong"
"210 Garden Street, Geelong"
"36 Richmond Crescent, Geelong"
"315 Moorabool Street, Geelong"
"808/18 Malone Street, Geelong"
"1/203-207 Little Malop Street, Geelong"
"607/18 Malone Street, Geelong"
"6/98-100 McKillop Street, Geelong"
"1405/18 Cavendish Street, Geelong"
"199 Yarra Street, Geelong"
"602/18 Cavendish Street, Geelong"
"214/6-8 Eastern Beach Road, Geelong"
"143 Verner Street, Geelong"
"2/36 McKillop Street, Geelong"
"1/18 Cavendish Street, Geelong"
"1901/18-20 Cavendish Street, Geelong"
"Lot 4, 9 Glenleith Court, Geelong"
"601/8 Gheringhap Street, Geelong"
"706/18-20 Cavendish Street, Geelong"
"29 Ryrie Street, Geelong"
"128 Fitzroy Street, Geelong"
"209/6-8 Bellerine Street, Geelong"
"101/18 Malone Street, Geelong"
"10/50 Eastern Beach Road, Geelong"
"406/10 Bellerine Street, Geelong"
"603/120 Brougham Street, Geelong"
"610/146 Bellerine Street, Geelong"
"G06/10 Bellerine Street, Geelong"
"401/146 Bellerine Street, Geelong"
"909/10 Bellerine Street, Geelong"
"G08/312 Moorabool Street, Geelong"
"10 York Street, Geelong"
"203/10 Bellerine Street, Geelong"
"307/6-8 Bellerine Street, Geelong"
"44 Ryrie Street, Geelong"
"2/18 Cavendish Street, Geelong"
"4702/4 Yarra Street, Geelong"
"505/18 Cavendish Street, Geelong"
"103/2 Roy Street, Geelong"
"805/18 Malone Street, Geelong"
"Lot 207/18 The Esplanade South, Geelong"
"33 Kilgour Street, Geelong"
"309/6-8 Bellerine Street, Geelong"
"10 Forrest Street, Geelong"
"902/38 Ryrie Street, Geelong"
"104/11 Bottleworks Walk, Geelong"
"112 Wilsons Road, Newcomb"
"1/205 Roslyn Road, Belmont"
"131B Francis Street, Belmont"
"10/102 Colac Road, Highton"
"39 Clonard Avenue, Geelong West"
"4/30-32 Enfield Drive, St Albans Park"
"18 Forfar Road, Hamlyn Heights"
"2 Powell Street, East Geelong"
"16 Valencay Avenue, Highton"
"2/13-19 Fairlie Street, Hamlyn Heights"
"17 Porter Avenue, Highton"
"2/54 Cambra Road, Belmont"
"2 Frayne Court, Highton"
"125 St Albans Road, Thomson"
"24 Hibiscus Crescent, Newcomb"
"99 Walsgott Street, North Geelong"
"12 Jersey Road, Bell Post Hill"
"100A Ormond Road, East Geelong"
"18 Kalimna Street, Hamlyn Heights"
"36 Kyeema Avenue, Highton"
"2b Alkoomi Avenue, Hamlyn Heights"
"7/68-72 Osborne Avenue, North Geelong"
"8 Vautier Street, Rippleside"
"26A Malcolm Street, Bell Park"
"40 Challambra Crescent, Highton"
"1 Begonia Court, Newcomb"
"3/28 Fairview Street, Belmont"
"2/36 Orr Street, Manifold Heights"
"3/5 Charlotte Avenue, Newcomb"
"29 Oxford Street, Belmont"
"22 Glastonbury Drive, Highton"
"13 Culbin Avenue, Belmont"
"41 Regent Street, Belmont"
"18 Beulah Street, Hamlyn Heights"
"14 Werner Avenue, Marshall"
"3/52 Foster Street, South Geelong"
"6 Cooma Court, North Geelong"
"2/236 High Street, Belmont"
"30 Challambra Crescent, Highton"
"1/18 Autumn Street, Belmont"
"3/252 Pakington Street, Geelong West"
"65 Giddings Street, North Geelong"
"38 Davis Street, Belmont"
"39 Marshalltown Road, Marshall"
"4/27 Mount Pleasant Road, Belmont"
"4/103 Gertrude Street, Geelong West"
"366 Aberdeen Street, Newtown"
"13/9 Moretti Court, Marshall"
"44 Glover Street, Newcomb"
"1 Apaloosa Court, Belmont"
"2 Meltham Avenue, Highton"
"61 Rollins Road, Bell Post Hill"
"1/40 Helms Street, Newcomb"
"136 Noble Street, Newtown"
"1 Minka Court, Marshall"
"9 Darriwill Street, Bell Post Hill"
"1/114 Helms Street, Newcomb"
"102B Roslyn Road, Belmont"
"12 Quinn Street, Bell Post Hill"
"7 Chadwick Street, Newtown"
"148-170 Pigdons Road, Highton"
"1/5 Rigo Street, Belmont"
"60 Preston Street, Geelong West"
"4/105 Helms Street, Newcomb"
"4/106-110 Townsend Road, St Albans Park"
"208 West Fyans Street, Newtown"
"30 Victoria Street, Rippleside"
"9 Furner Avenue, Bell Park"
"3 Konrads Crescent, Highton"
"2/11 Jacobs Street, Belmont"
"8 Dundas Street, Herne Hill"
"90 Ormond Road, East Geelong"
"151 Townsend Road, Whittington"
"2 Bilston Court, Highton"
"9b Glengate Street, Hamlyn Heights"
"30 Lascelles Avenue, Manifold Heights"
"5/8 Heytesbury Street, Herne Hill"
"13 Clydesdale Crescent, Belmont"
"13 Lansbury Crescent, Highton"
"16/54 Percy Street, Newtown"
"24 Parkland Drive, Hamlyn Heights"
"3 Marshall Street, Newtown"
"39 Meakin Street, East Geelong"
"54 Sherbourne Terrace, Newtown"
"57 Edison Road, Bell Post Hill"
"188 West Fyans Street, Newtown"
"10 Fairmont Road, Newtown"
"15 Edgecombe Street, Hamlyn Heights"
"3/7 Waterloo Street, Geelong West"
"7 Vostok Court, Whittington"
"360b Autumn Street, Herne Hill"
"5 Armitage Court, Belmont"
"86-88 Dryden Way, Highton"
"454 Ryrie Street, East Geelong"
"1 Thompson Street, Whittington"
"42 Larcombe Street, Highton"
"7/32 Tahara Street, Hamlyn Heights"
"27 Willana Avenue, Hamlyn Heights"
"1 Foxhow Court, Hamlyn Heights"
"2B Thatcher Court, Whittington"
"3/28 Barrabool Road, Highton"
"79 Kansas Avenue, Bell Post Hill"
"21 Coronation Street, Geelong West"
"19 Dorward Avenue, Newcomb"
"124 Autumn Street, Geelong West"
"2A Fagg Street, Thomson"
"14 Cosgrove Street, Breakwater"
"38 Iona Avenue, Belmont"
"76 Aberdeen Street, Geelong West"
"9 Basford Court, Marshall"
"8 Ettric Way, Highton"
"3/2 Belmont Street, Belmont"
"3 Verner Street, South Geelong"
"60 Nanworen Crescent, Bell Park"
"62 Skene Street, Newtown"
"3 Shelley Avenue, Newtown"
"18 Roncliffe Road, Highton"
"1/3 Kinnordy Court, Hamlyn Heights"
"130 Autumn Street, Geelong West"
"8a Fernery Grove, Newtown"
"2/8 Bowlers Avenue, Geelong West"
"22 Breakwater Road, Thomson"
"4/3 Church Street, Belmont"
"9 Mercia Close, Highton"
"2/7 Waterloo Street, Geelong West"
"4/3 Kinnordy Court, Hamlyn Heights"
"13 Nimbus Court, Whittington"
"6 Raven Street, Geelong West"
"2A Libau Avenue, Bell Park"
"8 Gotemba Road, Bell Post Hill"
"100 Calvert Street, Hamlyn Heights"
"134 Minerva Road, Manifold Heights"
"17 Linton Lane, Highton"
"27 Ward Street, Bell Post Hill"
"7 Summerhill Terrace, Highton"
"9 Nantes Street, Newtown"
"59 Nicholas Street, Newtown"
"9 South Valley Road, Highton"
"36 Cara Road, Highton"
"74 Waratah Street, Geelong West"
"3/5 Cara Road, Highton"
"1 Oakbank Avenue, Highton"
"36 Maple Crescent, Bell Park"
"67 Wilsons Road, Newcomb"
"4/15 Sheridan Street, Hamlyn Heights"
"98 Kansas Avenue, Bell Post Hill"
"16 Highett Road, Highton"
"16 Molloy Court, Bell Post Hill"
"34 Liston Street, Bell Post Hill"
"10 Amoore Avenue, Highton"
"1/15 Roslyn Road, Belmont"
"121 Gertrude Street, Geelong West"
"27 Wurrook Circuit, North Geelong"
"70 Preston Street, Geelong West"
"1/81 Weller Street, Geelong West"
"24 Deakin Street, Bell Park"
"2/111 Bellarine Highway, Newcomb"
"1 Birdie Court, North Geelong"
"30 Rollins Road, Bell Post Hill"
"25 Badminton Close, Marshall"
"9-15 Lindel Street, Newcomb"
"13 Bowlers Avenue, Geelong West"
"85 Waratah Street, Geelong West"
"71 Gertrude Street, Geelong West"
"50 Shannon Avenue, Geelong West"
"7/4 Howe Court, Geelong West"
"1/109 Isabella Street, Geelong West"
"9 Donaghy Street, Geelong West"
"5/47 Collins Street, Geelong West"
"22 Hope Street, Geelong West"
"7/30 Albert Street, Geelong West"
"57 Preston Street, Geelong West"
"202 Autumn Street, Geelong West"
"44B Trigg Street, Geelong West"
"20 Isabella Street, Geelong West"
"9 Stanhope Street, Geelong West"
"3 Laira Street, Geelong West"
"7 Howe Court, Geelong West"
"50 Catherine Street, Geelong West"
"103 Church Street, Geelong West"
"1/40 Clonard Avenue, Geelong West"
"109 Church Street, Geelong West"
"65 Church Street, Geelong West"
"99 Gertrude Street, Geelong West"
"90 Waratah Street, Geelong West"
"122 Elizabeth Street, Geelong West"
"3/50 Bowlers Avenue, Geelong West"
"1 Sargeant Street, Geelong West"
"12 Jennings Court, Fyansford"
"51 Littlewood Drive, Fyansford"
"89 Shepherd Road, Batesford"
"61 Littlewood Drive, Fyansford"
"44 Littlewood Drive, Fyansford"
"9 Dell Boulevard, Fyansford"
"36 Oxley Rise, Batesford"
"88 Littlewood Drive, Fyansford"
"47-49 Queensridge Grove, Fyansford"
"5/9 Sanglen Terrace, Belmont"
"4/728 Latrobe Terrace, Newtown"
"2/31 Riverview Terrace, Belmont"
"26 Highett Road, Highton"
"1/96 Roslyn Road, Belmont"
"4/185 Swanston Street, South Geelong"
"9 Foster Street, South Geelong"
"7/428 Latrobe Terrace, Newtown"
"3 Carr Street, Belmont"
"3 Highpoint Crescent, Highton"
"25 Laura Avenue, Belmont"
"370 Myers Street, East Geelong"
"17 Thrums Court, Hamlyn Heights"
"5a Rotherham Street, Belmont"
"2/5-7 Regent Street, Belmont"
"116 South Valley Road, Highton"
"1a Gwynne Street, Hamlyn Heights"
"41 Upper Skene Street, Newtown"
"1 & 2/374 Autumn Street, Herne Hill"
"56 Clarkes Road, Fyansford"
"29 Toyne Avenue, Hamlyn Heights"
"387 Pakington Street, Newtown"
"9 Digby Avenue, Belmont"
"1/17 Lascelles Avenue, Manifold Heights"
"23 Percy Street, Newtown"
"151 Minerva Road, Newtown"
"65 Province Boulevard, Highton"
"32 Cheryl Crescent, Belmont"
"19 Langibanool Avenue, Hamlyn Heights"
"3/31 Francis Street, Belmont"
"2A Azilemot Avenue, Herne Hill"
"4/25 Hutcheson Avenue, Highton"
"5/83 Camden Road, Newtown"
"12 Caroline Street, Highton"
"26 Porter Avenue, Highton"
"12 Downshire Road, Belmont"
"2/16 Mitchell Street, Belmont"
"13 Voce Court, Belmont"
"58 Bailey Street, Belmont"
"56 Barrabool Road, Highton"
"9/38 Pride Avenue, Hamlyn Heights"
"5/147 Roslyn Road, Belmont"
"17 Hilltop Street, Herne Hill"
